room_name;owner_name;region;location;room_size;is_electricity_included;price_before_discount_bs;all_facilities_bs;room_availability_bs;deposit_amount_bs;price;rating;rating_count;transaction_count;tipe_kos;discount_amount;url
Kost Al Fazza Tangerang;Hafshoh kurniawati;Tangerang;Tangerang;4 x 4 meter;Tidak termasuk listrik;N/A;"4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Cleaning service; K. Mandi Dalam; Kloset Duduk; Ember mandi; Wastafel; Shower; Bathtub; WiFi; Kulkas; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; R. Makan; R. Santai; Dapur; Jemuran; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa2 kamar;N/A;Rp1.300.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-kost-putri-eksklusif-kost-al-fazza-tangerang?redirection_source=list%20kos%20result%20boundary
Kost Al Musafir Bogor Co Living VIP MEZZO Dramaga Bogor;safira;Bogor;Kecamatan Dramaga;3 x 6 meter;Tidak termasuk listrik;N/A;"3 x 6 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; Penjaga Kos; R. Tamu; Mushola; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa2 kamar;N/A;Rp2.500.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-putri-eksklusif-kost-al-musafir-bogor-co-living-vip-mezzo-dramaga-bogor?redirection_source=list%20kos%20result%20boundary
Kost Alam Pesona Sentul City Cluster Babakan Madang Bogor;Kartinah D;Bogor;Babakan Madang;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Cleaning service; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Wastafel; Ember mandi; Shower; WiFi; Kulkas; R. Tamu; R. Makan; R. Jemur; R. Santai; Dapur; TV; Taman; R. Keluarga; Parkir Mobil; Parkir Motor";Tersisa2 kamar;Rp1.000.000;Rp1.200.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-eksklusif-kost-alam-pesona-sentul-city-cluster-babakan-madang-bogor?redirection_source=list%20kos%20result%20boundary
Kost Alam Raya Bandara Tipe C Benda Tangerang;Hengky;Tangerang;Benda;3 x 3 meter;Termasuk listrik (implied);N/A;"3 x 3 meter; Termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Jendela; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; R. Makan; R. Jemur; R. Santai; Dapur; Dispenser; TV; Parkir Mobil; Parkir Motor";Kamar penuh,lihat tipe kamar lainnya;N/A;Rp1.500.000;5.0;(1);5 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kota-tangerang-kost-campur-eksklusif-kost-alam-raya-bandara-tipe-c-benda-tangerang?redirection_source=list%20kos%20result%20boundary
Kost Alesha Ceger Cipayung Jakarta Timur;Oki Inderawan;Jakarta Timur;Cipayung;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Jongkok; R. Cuci; R. Jemur; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp1.400.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alesha-ceger-cipayung-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Alesha Ceger Cipayung Jakarta Timur;Oki Inderawan;Jakarta Timur;Cipayung;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Jongkok; R. Cuci; R. Jemur; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp1.400.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alesha-ceger-cipayung-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Alesha Ceger Cipayung Jakarta Timur;Oki Inderawan;Jakarta Timur;Cipayung;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Jongkok; R. Cuci; R. Jemur; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp1.400.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alesha-ceger-cipayung-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Alesha Ceger Cipayung Jakarta Timur;Oki Inderawan;Jakarta Timur;Cipayung;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Jongkok; R. Cuci; R. Jemur; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp1.400.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alesha-ceger-cipayung-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Alia CBD Karang Tengah Tangerang;Sony suprato;Tangerang;Karang Tengah;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Penjaga Kos; Balcon; Parkir Motor; Parkir Sepeda";Tersisa3 kamar;Rp50.000/minggu;Rp750.000;Not found;Not found;2 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-tangerang-kost-campur-murah-kost-alia-cbd-karang-tengah-tangerang-2?redirection_source=list%20kos%20result%20boundary
Kost Alinoo Cikarang Selatan Bekasi;shinta elisya dewi;Bekasi;Cikarang Selatan;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Jendela; Kursi; Sofa; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Tamu; Mesin Cuci; R. Jemur; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa3 kamar;Rp300.000;Rp1.495.000;5.0;Not found;5 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-campur-eksklusif-kost-alinoo-cikarang-selatan-bekasi-2?redirection_source=list%20kos%20result%20boundary
Kost Alisha Executive Pasar Rebo Jakarta Timur;Fifik Asfiati R;Jakarta Timur;Pasar Rebo;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Bantal; Cermin; Cleaning service; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp1.850.000;4.5;Not found;Not found;Kos Putri;Diskon 179rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alisha-executive-pasar-rebo-jakarta-timur-4?redirection_source=list%20kos%20result%20boundary
Kost Alisha Executive Pasar Rebo Jakarta Timur;Fifik Asfiati R;Jakarta Timur;Pasar Rebo;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Bantal; Cermin; Cleaning service; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp1.850.000;4.5;Not found;Not found;Kos Putri;Diskon 179rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alisha-executive-pasar-rebo-jakarta-timur-4?redirection_source=list%20kos%20result%20boundary
Kost Alisha Tipe A Pasar Rebo Jakarta Timur;Fifik Asfiati R;Jakarta Timur;Pasar Rebo;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Bantal; Cermin; Cleaning service; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp1.850.000;4.5;Not found;Not found;Kos Putri;Diskon 179rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-alisha-tipe-a-pasar-rebo-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Alma Ceger Pondok Aren Tangerang Selatan;NaMaPa;Tangerang Selatan;Pondok Aren;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Ventilasi; Bantal; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Dapur; Balcon; Parkir Motor";Tersisa2 kamar;Rp300.000;Rp1.100.000;4.8;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-eksklusif-kost-alma-ceger-pondok-aren-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Almic Guesthouse Tipe S Keyless New Tanjung Priok Jakarta Utara;Almic Guesthouse Jakarta;Jakarta Utara;Tanjung Priok;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Jongkok; Shower; WiFi; Penjaga Kos; R. Jemur; CCTV; Jual Makanan; Parkir Motor; Parkir Motor & Sepeda";Tersisa1 kamar;Rp500.000;Rp2.100.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-jakarta-utara-kost-campur-eksklusif-kost-almic-guesthouse-tipe-s-keyless-new-tanjung-priok-jakarta-utara-2?redirection_source=list%20kos%20result%20boundary
Kost Almic Property Tipe A Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Jendela; Kloset Duduk; K. Mandi Luar; Ember mandi; Dapur; Parkir Motor";Tersisa1 kamar;Rp300.000;Rp650.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-murah-kost-almic-property-tipe-a-caringin-bogor?redirection_source=list%20kos%20result%20boundary
Kost Almic Property Tipe I Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;2.5 x 3 meter;Tidak termasuk listrik;N/A;"2.5 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Jemuran; Parkir Motor";Tersisa1 kamar;Rp300.000;Rp800.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-murah-kost-almic-property-tipe-i-caringin-bogor?redirection_source=list%20kos%20result%20boundary
Kost Almic Property Tipe L Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Jongkok; Jemuran; Parkir Motor";Tersisa1 kamar;Rp300.000;Rp800.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-murah-kost-almic-property-tipe-l-caringin-bogor-2?redirection_source=list%20kos%20result%20boundary
Kost Almic Property Tipe M Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Jongkok; Jemuran; Parkir Motor";Tersisa1 kamar;Rp300.000;Rp800.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-murah-kost-almic-tipe-m-caringin-bogor?redirection_source=list%20kos%20result%20boundary
Kost Almic Property Tipe N Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Jongkok; Jemuran; Parkir Motor";Tersisa2 kamar;Rp1.000.000;Rp2.000.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-eksklusif-kost-almic-property-tipe-n-caringin-bogor-2?redirection_source=list%20kos%20result%20boundary
Kost Almic Tipe A Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;4 x 5 meter;Tidak termasuk listrik;N/A;"4 x 5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Penjaga Kos; Parkir Motor";Tersisa2 kamar;Rp500.000;Rp1.500.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-eksklusif-kost-almic-caringin-bogor?redirection_source=list%20kos%20result%20boundary
Kost Almic Tipe B Caringin Bogor;Irma Almic Property;Bogor;Kecamatan Caringin;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Penjaga Kos; Jemuran; Parkir Motor";Tersisa2 kamar;Rp300.000;Rp1.000.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-eksklusif-kost-almic-tipe-b-caringin-bogor?redirection_source=list%20kos%20result%20boundary
Kost Almic Tipe M Deluxe Tanjung Priok Jakarta Utara;Admin Almic kost;Jakarta Utara;Tanjung Priok;4 x 4 meter;Tidak termasuk listrik;N/A;"4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Penjaga Kos; CCTV; Jemuran; Jual Makanan; Pengurus Kos; Kartu Akses; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;Rp500.000;Rp2.200.000;3.4;(1);1 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-jakarta-utara-kost-campur-eksklusif-kost-almic-tipe-m-deluxe-tanjung-priok-jakarta-utara-1?redirection_source=list%20kos%20result%20boundary
Kost Almic Tipe XS Tanjung Priok Jakarta Utara;Admin Almic kost;Jakarta Utara;Tanjung Priok;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Wastafel; Bantal; Kipas Angin; Meja makan; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; CCTV; Pengurus Kos; Kartu Akses; Parkir Motor; Parkir Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp500.000;Rp1.500.000;4.8;Not found;2 transaksi berhasil di kos ini;Kos Campur;Diskon 78rb;https://mamikos.com/room/kost-jakarta-utara-kost-campur-eksklusif-kost-almic-tipe-xs-tanjung-priok-jakarta-utara?redirection_source=list%20kos%20result%20boundary
Kost Amanah Cileungsi Bogor;Mahfud;Bogor;Cileungsi;3 x 3 meter;Termasuk listrik (implied);N/A;"3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kloset Duduk; Ember mandi; Bak mandi; R. Cuci; R. Tamu; Mesin Cuci; Penjaga Kos; R. Makan; R. Jemur; Parkir Motor; Parkir Sepeda";Kamar penuh,lihat kos lainnya;N/A;Rp500.000;5.0;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-putri-murah-kost-amanah-cileungsi-bogor?redirection_source=list%20kos%20result%20boundary
Kost Amanah Pak Reza Tipe A Pulo Gadung Jakarta Timur;Amriyani;Jakarta Timur;Pulo Gadung;4.5 x 3 meter;Tidak termasuk listrik;N/A;"4.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; R. Jemur; Dispenser; Balcon; Jemuran; Parkir Motor";Tersisa1 kamar;Rp20.000/hari;Rp2.200.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-amanah-pak-reza-tipe-a-pulo-gadung-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Amanah Pak Reza Tipe B Pulo Gadung Jakarta Timur;Amriyani;Jakarta Timur;Pulo Gadung;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Bantal; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; R. Jemur; Balcon; Jemuran; Parkir Motor";Tersisa3 kamar;Rp20.000/hari;Rp1.500.000;5.0;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-amanah-pak-reza-tipe-b-pulo-gadung-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Amarta Merak Cikarang Utara Bekasi;Niluh Made Aryati;Bekasi;Kecamatan Cikarang Utara;2.8 x 4 meter;Tidak termasuk listrik;N/A;"2.8 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Guling; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Dapur; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda";Kamar penuh,lihat kos lainnya;Rp50.000/4 hari;Rp1.150.000;5.0;(1);3 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-campur-eksklusif-kost-amarta-merak-cikarang-utara-bekasi?redirection_source=list%20kos%20result%20boundary
Kost AMD Neglasari Tangerang;Linda;Tangerang;Kecamatan Neglasari;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Kasur; Ventilasi; Dapur Pribadi; Jendela; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Wastafel; R. Tamu; R. Jemur; Dapur; Jemuran; Pengurus Kos; Parkir Motor; Parkir Sepeda";Kamar penuh,lihat kos lainnya;N/A;Rp600.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-tangerang-kost-campur-murah-kost-amd-neglasari-tangerang-2?redirection_source=list%20kos%20result%20boundary
Kost Amerta 1000 Tipe A1 Cikarang Utara Bekasi;Penni;Bekasi;Kecamatan Cikarang Utara;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; Kipas Angin; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Pengurus Kos; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp50.000/hari;Rp1.100.000;4.6;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-campur-eksklusif-kost-amerta-1000-tipe-a1-cikarang-utara-bekasi?redirection_source=list%20kos%20result%20boundary
Kost Anami Serpong Utara Tangerang Selatan;Siti Amalia;Tangerang Selatan;Kecamatan Serpong Utara;3 x 3.5 meter;Tidak termasuk listrik;N/A;"3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Shower; Kulkas; Laundry; Dispenser; Balcon; Jemuran; Jual Makanan; Locker; Rice Cooker; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp1.800.000;4.9;(1);2 transaksi berhasil di kos ini;Kos Campur;Diskon 90rb;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-eksklusif-kost-anami-serpong-utara-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Andi Cibinong Bogor;andi wihardjo;Bogor;Cibinong;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; WiFi; Kulkas; R. Tamu; Mesin Cuci; R. Makan; R. Jemur; R. Santai; Dapur; TV; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa3 kamar;N/A;Rp1.500.000;4.5;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-bogor-kost-campur-eksklusif-kost-andi-cibinong-bogor-1?redirection_source=list%20kos%20result%20boundary
Kost Andina Cibinong Bogor;Surya Andinaningtias;Bogor;Cibinong;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Dapur Pribadi; Jendela; Sofa; Wastafel; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; R. Tamu; R. Makan; R. Santai; Dapur; R. Keluarga; Taman; Kartu Akses; Locker; Parkir Mobil; Parkir Motor; Parkir Sepeda";Kamar penuh;Rp100.000/hari;Rp2.500.000;Not found;Not found;2 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-bogor-kost-campur-eksklusif-kost-andina-cibinong-bogor-1?redirection_source=list%20kos%20result%20boundary
Kost Angel 2 Tipe A Koja Jakarta Utara;Paulina Pangabean;Jakarta Utara;Kecamatan Koja;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Bantal; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; WiFi; R. Cuci; Kulkas; R. Tamu; R. Jemur; R. Santai; Dapur; CCTV; Jemuran; Parkir Motor; Parkir Sepeda";Kamar penuh,lihat kos lainnya;N/A;Rp1.400.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-utara-kost-putri-eksklusif-kost-angel-2-tipe-a-koja-jakarta-utara?redirection_source=list%20kos%20result%20boundary
Kost Anindya Ciracas Jakarta Timur;Ratna Kusuma Dewi;Jakarta Timur;Ciracas;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; R. Santai; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.500.000;Not found;Not found;2 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-anindya-ciracas-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Anindya Ciracas Jakarta Timur;Ratna Kusuma Dewi;Jakarta Timur;Ciracas;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; R. Santai; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.500.000;Not found;Not found;2 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-anindya-ciracas-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Anindya Ciracas Jakarta Timur;Ratna Kusuma Dewi;Jakarta Timur;Ciracas;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; R. Santai; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.500.000;Not found;Not found;2 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putri-eksklusif-kost-anindya-ciracas-jakarta-timur?redirection_source=list%20kos%20result%20boundary
